user,date,hashtags,full_text,favorite_count,label,char_count,word_count,word_density,punctuation_count,title_word_count,upper_case_word_count,noun_count,verb_count,adj_count,adv_count,pron_count
AlexFriedland,Tue May 25 14:07:07 +0000 2021,[],"RT @CSETGeorgetown: 👏New CSET Issue Brief👏

Exactly which foreign technologies does the Chinese government hope to acquire, and how? CSET r…",0,tech,140,21,6.363636363636363,4,5,3,13,2,2,1,0
DataProNetwork,Tue May 25 14:07:06 +0000 2021,"['GetMoreInsights', 'CoolerData', 'Data', 'AI', 'News', 'Web']",RT @CoolerData: Eys3D raises $7M for AI edge sensor technology https://t.co/07B5gJlRNF #GetMoreInsights #CoolerData #Data #AI #News #Web #I…,0,tech,140,18,7.368421052631579,15,6,5,16,1,1,0,0
marvenge,Tue May 25 14:07:05 +0000 2021,[],"RT @mmckenzietaylr: all parents need to take a technology class, im tired of being steve jobs",0,tech,93,16,5.470588235294118,3,0,1,7,5,0,1,0
DTS_Solution,Tue May 25 14:07:05 +0000 2021,[],RT @shah_sheikh: Not as complex as we thought: Cyberattacks on operational technology are on the rise: Common techniques are setting a low…,0,tech,139,22,6.043478260869565,5,3,1,9,4,2,2,1
NeilHow1,Tue May 25 14:07:05 +0000 2021,[],"ERP platforms have been the 'go-to' when looking for a class-beating system. Indeed these systems are very competent, but the answer is not technology. The answer is transformation. Read how we deliver large scale transformations here... https://t.co/6gXvrwmBzb",0,tech,261,37,6.868421052631579,16,3,1,12,8,4,6,1
Cdozo,Tue May 25 14:07:04 +0000 2021,[],"This is just creepy. I think they are overestimating the ability of current AI technology. Or maybe they know exactly what it can, and will, do. Whatever their thinking, I wouldn't sign up with this company. https://t.co/zyNP6xzS13",0,tech,231,37,6.078947368421052,13,5,3,8,7,1,4,7
Veracitiz,Tue May 25 14:07:03 +0000 2021,"['Infographic', 'DataScience', 'Technology', 'Analytics', 'datamanagement']","#Infographic: What's #DataScience?

Most people would associate it with new-age computer programmers. But in truth, everyone from business managers to doctors can use data science to make better, data-driven decisions. Via @ingliguori 

#Technology #Analytics #datamanagement https://t.co/UaU6H0d4TN",0,tech,299,36,8.08108108108108,20,6,0,19,4,6,0,2
GetMoreInsights,Tue May 25 14:07:03 +0000 2021,"['GetMoreInsights', 'CoolerData', 'Data', 'AI', 'News', 'Web']",RT @CoolerData: Eys3D raises $7M for AI edge sensor technology https://t.co/07B5gJlRNF #GetMoreInsights #CoolerData #Data #AI #News #Web #I…,0,tech,140,18,7.368421052631579,15,6,5,16,1,1,0,0
itsguilicious,Tue May 25 14:07:03 +0000 2021,[],"RT @buyaney: These might be productive possibilities for you to choose from! https://t.co/nDOhkjtQFC Moreover, these other companies seem t…",0,tech,140,19,7.0,9,2,1,8,3,2,1,1
alanmullins1965,Tue May 25 14:07:02 +0000 2021,[],"RT @MyStockNewsfeed: fuboTV to Participate in June 2021 Virtual Investor Conferences

Wells Fargo Virtual Media Telco Day: 5G &amp; Streaming &amp;…",0,tech,148,21,6.7272727272727275,7,13,2,17,1,0,0,0
JooreSlovenia,Tue May 25 14:07:02 +0000 2021,[],"Smart TV Philips 55OLED705 55"" 4K Ultra HD OLED WiFi https://t.co/Rmy6DHdiK9 If you're passionate about IT and electronics, like being up to date on technology and don't miss even the slightest details, buySmart TV Philips 55OLED705 55"" 4K Ultra HD OLED WiFi at an unbeatable p... https://t.co/xk8ynCsJg9",0,tech,304,47,6.333333333333333,19,8,11,23,4,4,2,1
stacked_automat,Tue May 25 14:07:02 +0000 2021,"['copyright', 'commons', 'layers', 'technology', 'law', 'my_bibtex']","The Future Of Ideas
(2001) : Lessig, Lawrence
isbn: 0375505784
#copyright #commons #layers #technology #law
#my_bibtex",0,tech,118,16,6.9411764705882355,12,6,0,10,0,1,0,0
Turgut_Guliyev,Tue May 25 14:07:02 +0000 2021,[],RT @NCSCgov: Huawei founder urges shift to software to counter U.S. sanctions https://t.co/ZBbkvOQRCB,0,tech,101,13,7.214285714285714,9,2,2,11,2,0,0,0
pritenmodi,Tue May 25 14:07:01 +0000 2021,"['MachineLearning', 'industrial']","Good things come to those who wait. After 100 years, #MachineLearning breathes new life into #industrial processes. https://t.co/xPM8mhR5GW https://t.co/dU4E3aettM",0,tech,163,19,8.15,15,2,0,8,3,4,0,1
taecup_hobiii,Tue May 25 14:07:00 +0000 2021,[],RT @ladon_alex: so entertainment aside  we all see the danger in technology like this evolving correct?,0,tech,103,16,6.0588235294117645,4,0,1,7,2,0,1,1
john_c_roth,Tue May 25 14:07:00 +0000 2021,[],RT @YourMomsucksTho: technology is great because my dad can track the package he sent me then text me 73 times asking why i didn't say than…,0,tech,140,26,5.185185185185185,3,0,1,9,7,1,3,4
yofreesamples,Tue May 25 14:07:00 +0000 2021,[],FREE Powerbank Chargers At Home Tester Club (Must Apply) - Yo! Free Samples https://t.co/ypt2O5iKkD,0,tech,99,14,6.6,9,11,1,11,0,2,0,0
OracleStartup,Tue May 25 14:07:00 +0000 2021,"['startups', 'podcast', 'cloud']","Blockchain startup @snapper_future combines distributed ledger technology and training to support business customers with document security and traceability. 

It takes just 2 minutes to learn more. #startups #podcast #cloud

https://t.co/ebxHYOx7Um",0,tech,249,30,8.03225806451613,12,2,0,15,4,4,2,1
Seprabakar,Tue May 25 14:06:59 +0000 2021,[],"RT @nixxin: Seeing lots of tweets suggesting that Twitter &amp; Facebook might be banned tomorrow after IT Rules 2021 come into effect. 

Some…",0,tech,143,23,5.958333333333333,5,5,2,14,4,0,0,0
shmoneeeyy,Tue May 25 14:06:59 +0000 2021,[],"RT @mmckenzietaylr: all parents need to take a technology class, im tired of being steve jobs",0,tech,93,16,5.470588235294118,3,0,1,7,5,0,1,0
MMTMag,Tue May 25 14:06:58 +0000 2021,"['moldmaking', 'technology', 'mentorship', 'mentor', 'apprenticeship', 'training', 'nextgen']",TK Mold &amp; Engineering joins @MMT_ChristinaF for Part 2 of this MMT Chat on mentorship. This episode is brought to you by @ISCARltd with New Ideas for Machining Intelligently. https://t.co/XnewhKikUO #moldmaking #technology #mentorship #mentor #apprenticeship #training #nextgen https://t.co/lM4IBPSInT,0,tech,305,38,7.82051282051282,24,9,2,21,6,4,0,1
kunalshankar,Tue May 25 14:06:57 +0000 2021,[],"But would this enable a cleaner/less greenhouse gas emitting crypto currency? If current technology is to be considered, it is arguably the dirtiest currency there is given its energy consumption. https://t.co/ejm9gO1SG6",0,tech,220,31,6.875,9,2,0,10,8,3,1,2
crisisblythe,Tue May 25 14:06:56 +0000 2021,[],"RT @mmckenzietaylr: all parents need to take a technology class, im tired of being steve jobs",0,tech,93,16,5.470588235294118,3,0,1,7,5,0,1,0
angelabbie95,Tue May 25 14:06:56 +0000 2021,[],"RT @mmckenzietaylr: all parents need to take a technology class, im tired of being steve jobs",0,tech,93,16,5.470588235294118,3,0,1,7,5,0,1,0
Zenitsu958,Tue May 25 14:06:55 +0000 2021,[],"RT @buyaney: These might be productive possibilities for you to choose from! https://t.co/nDOhkjtQFC Moreover, these other companies seem t…",0,tech,140,19,7.0,9,2,1,8,3,2,1,1
raytracer_co,Tue May 25 14:06:53 +0000 2021,[],"RT @DaseinScience: Great to have @TimLucasTech @raytracer_co talking today to QUT students about ""Titan Lake"", their underwater VR technolo…",0,tech,140,19,7.0,8,3,3,13,3,2,0,1
CTASN,Tue May 25 14:06:53 +0000 2021,[],"RT @LauraDamonNDN: A pandemic within a pandemic. But youth suffered and barriers existed pre-COVID.
Tech solutions- like AI to supplement c…",0,tech,140,21,6.363636363636363,6,3,3,10,3,2,0,0
ChocoMo01923441,Tue May 25 14:06:52 +0000 2021,[],"RT @ElijahR17828628: These other companies might give the fans a place to connect, listen, and stay in touch with their favorite artist. Le…",0,tech,140,23,5.833333333333333,5,2,1,9,4,2,0,1
theendgame666,Tue May 25 14:06:52 +0000 2021,[],RT @Reuters: Tesla sets up China site to store data locally https://t.co/3kgkK626xR https://t.co/c4crDCxgWo,0,tech,107,13,7.642857142857143,12,3,1,8,4,1,1,0
earthFgardener,Tue May 25 14:06:51 +0000 2021,"['gardeners', 'climate', 'gardening', 'plastics', 'gardens', 'peatfree']","A must-read for all #gardeners in light of the beginning of the end for #climate-wrecking peat compost, not to mention #gardening-driven pollution from pesticides &amp; #plastics. Our natural world ain't here just to make #gardens pretty... #peatfree

https://t.co/5ixmouxH4j",0,tech,275,38,7.051282051282051,22,2,1,14,3,5,5,1
SabirahLohn,Tue May 25 14:06:50 +0000 2021,[],RT @RoyalReporter: The Duke and Duchess of Cambridge have embraced green technology in Orkney this afternoon. They’ve been to see the work…,0,tech,139,22,6.043478260869565,3,5,1,10,5,1,1,1
Fazil05Mk,Tue May 25 14:06:50 +0000 2021,[],"RT @IndiaTodayTech: Facebook, Twitter to be blocked in India on May 26? Here is what we know so far 
 https://t.co/7pb6twCVHC",0,tech,125,20,5.9523809523809526,9,5,1,9,4,0,3,2
alanburkittgray,Tue May 25 14:06:49 +0000 2021,['CapacityNews'],"RT @capacitymedia: #CapacityNews: A plan for new SDN to connect hyperscalers ‘close to getting finance’

Read the full report by @alanburki…",0,tech,140,21,6.363636363636363,5,2,3,12,4,2,1,0
BrydenWood,Tue May 25 14:06:48 +0000 2021,[],RT @UK_CW: Don’t forget that you can catch all our rich educational content via our On Demand platform including last week’s ‘The rise of d…,0,tech,140,25,5.384615384615385,3,3,2,13,3,4,0,3
Itsmahiofficial,Tue May 25 14:06:47 +0000 2021,[],"RT @Tiny_Dhillon: Tubeless technology 

This pic supposedly of a military cycle of earlier days

Jai Hind 🇮🇳

PC - WA https://t.co/rzpqp20l…",0,tech,140,21,6.363636363636363,9,5,3,15,0,2,1,0
NathanBrubaker,Tue May 25 14:06:47 +0000 2021,[],Oh and the link.. https://t.co/aMsECR0JMt,0,tech,41,5,6.833333333333333,7,1,0,2,0,1,0,0
SuzanneSSawyer1,Tue May 25 14:06:46 +0000 2021,"['blockchain', 'Libonomy', 'crypto', 'LBY']","@mitsloanexperts @SEC_News @MITSloan @NYT 📢  @Libonomy  blockchain is an efficient and effective blockchain technology.  🔰
 
#blockchain #Libonomy #crypto #LBY",0,tech,159,19,7.95,11,2,2,17,2,2,1,0
hatetorycuts,Tue May 25 14:06:46 +0000 2021,[],"RT @Beckett4Unite: Argos &amp; Weetabix have joined the list of companies using Covid as an excuse to attack workers’ rights. 

Our members def…",0,tech,144,23,6.0,5,5,1,14,5,0,0,1
robreiner,Tue May 25 00:48:16 +0000 2021,[],"We are facing serious challenges. Climate change. Criminal Justice reform. Infrastructure. Immigration reform. But if we don’t secure our Voting Rights, Democracy will die. Not hyperbole.",20213,climate,187,26,6.925925925925926,8,11,0,13,5,3,1,3
washingtonpost,Mon May 24 15:07:33 +0000 2021,[],"President Biden will announce Monday afternoon that he’s doubling the amount of money the U.S. government will spend helping communities prepare for extreme weather events, while launching a new effort at NASA to collect more sophisticated climate data. https://t.co/WCKECCvIfM",3803,climate,277,39,6.925,9,4,2,17,8,4,1,1
ajelow,Tue May 25 14:07:34 +0000 2021,[],"RT @AndersWijkman: Must read! Do not believe there are technical fixes to everything. 
The climate crisis requires a new culture and politi…",0,climate,140,22,6.086956521739131,4,3,1,11,4,2,1,0
NoSheds,Tue May 25 14:07:33 +0000 2021,[],"@the_scotsman_ @bobbyllew Of course it pollutes more. 2x the size = 2x power needed for same acceleration. The MPG is likely to be way higher than a normal family car. Given the current climate change crisis we are in, unless there is a very good reason for having a car like that, it is irresponsible",0,climate,301,55,5.375,10,3,1,16,10,8,2,3
CSISIndiaChair,Tue May 25 14:07:32 +0000 2021,[],RT @NeelimaJain_: Addressing the collective agenda of climate change requires a bottom-up approach. The state is where the action is. Let's…,0,climate,140,21,6.363636363636363,7,2,1,10,4,2,1,0
FeldmansClass,Tue May 25 14:07:30 +0000 2021,[],"RT @AledaGagarin: Electric buses are a thing of beauty 😍.

Our Climate platform calls to fully electrify the bus network. Since 75% of bus…",0,climate,139,24,5.56,5,4,1,14,3,0,1,1
simba_mupe,Tue May 25 14:07:29 +0000 2021,['Youth'],"RT @youthleadglobal: #Youth around the world are taking the lead on climate action. Last week, USAID Administrator @PowerUSAID joined a vir…",0,climate,140,21,6.363636363636363,6,3,2,13,3,2,0,0
ICVA_Displaced,Tue May 25 14:07:26 +0000 2021,['ClimateAction'],"RT @UN_Valovaya: Global #ClimateAction is of the utmost importance not only to improve living conditions, but to continue to contribute to…",0,climate,139,21,6.318181818181818,5,1,1,8,4,2,2,0
vanityunfair,Tue May 25 14:07:25 +0000 2021,[],"RT @nandoodles: ""Bongino is...well-positioned to soon become one of the most influential sources of right-wing disinformation in America.""…",0,climate,139,18,7.315789473684211,10,2,1,7,2,4,2,0
CLyftwynn,Tue May 25 14:07:23 +0000 2021,['biomass'],"RT @CCNFUK: If climate change is the biggest challenge of our time @AlokSharma_RDG, why aren't you challenging dirty #biomass subsidies? ht…",0,climate,140,21,6.363636363636363,8,1,2,12,3,2,2,2
CarlosSellvas,Tue May 25 14:07:21 +0000 2021,[],"RT @mike4brooklyn: Thank you @fwaction for endorsing our campaign. 

Whether it's greenhouse gas emissions, dirty air, or black mold in NYC…",0,climate,140,21,6.363636363636363,7,2,2,13,3,1,0,3
Mr_DEX17,Tue May 25 14:07:18 +0000 2021,[],RT @saifedean: Carbonhysterics coming after Bitcoin will be the end of carbonhysteria. Nobody does their homework as thoroughly as bitcoine…,0,climate,140,20,6.666666666666667,3,3,1,9,3,1,2,1
FlavThunbWolf,Tue May 25 14:07:15 +0000 2021,['ClimateAction'],"RT @Superabderit: Climate denier Alex published some sentences from a BBC article. He choosed carefully what to publish. 
#ClimateAction",0,climate,136,19,6.8,5,4,2,10,3,0,1,2
DerBuschfunker,Tue May 25 14:07:14 +0000 2021,[],"RT @cflav: Today’s paper has climate change all over A1, climate stories leading National, and not one but two climate stories leading Busi…",0,climate,140,23,5.833333333333333,4,3,2,13,5,1,1,0
ShowNunuB,Tue May 25 14:07:14 +0000 2021,[],RT @JeremyGilley: Peace One Day is pleased to announce that anchor and journalist MSNBC/NBC News @RichardLui be joining us for Climate Acti…,0,climate,140,22,6.086956521739131,4,6,2,13,5,0,0,1
climate,Tue May 25 14:07:13 +0000 2021,[],RT @BloombergLive: @Amundi_ENG's Matthieu Guignard talks about the evolution of the ESG space and how themes have changed. #SustainableInve…,0,climate,140,19,7.0,7,2,2,13,2,0,1,0
dhnnjyn,Tue May 25 14:07:13 +0000 2021,[],"RT @oxfamcampaigns: Global leaders need to address the world’s biggest crises to build a fairer and greener future for all.

Fight poverty…",0,climate,139,22,6.043478260869565,3,2,1,13,3,2,0,0
JenJendoza,Tue May 25 14:07:09 +0000 2021,[],"RT @standearth: WARNING TO PG INVESTORS: @standearth @ran @foe_us issue ""risk alert"" for @ProcterGamble due to socially and environmentally…",0,climate,140,19,7.0,10,0,5,15,2,3,1,0
evenkeelkelly,Tue May 25 14:07:08 +0000 2021,[],"@yaf @JohnKerry @tedcruz @michaeljknowles Lol, yeah.... Texas hasn’t had any climate related crisis’ lately....no floods or power outages...but let’s make fun of a guy trying to make a difference.",0,climate,196,29,6.533333333333333,17,2,0,23,7,2,1,0
FundsHelper,Tue May 25 14:07:08 +0000 2021,['climate'],RT @hellomarkC: Help me bring an important #climate legal challenge against 'Smart' Motorway plans for the M62 J20-25. Please donate to my…,0,climate,139,22,6.043478260869565,7,6,3,10,4,3,0,1
Anderso90936262,Tue May 25 14:07:07 +0000 2021,[],RT @ReutersScience: Swedish climate activist Greta Thunberg has set her sights on changing how the world produces and consumes food in orde…,0,climate,140,22,6.086956521739131,2,3,1,11,4,2,1,1
SWalshEU,Tue May 25 14:07:06 +0000 2021,[],"RT @FranceinIreland: @Climate Advocates - Mary Robinson will lead this session with @Innamodja to discuss ‘The Great Green Wall’, a project…",0,climate,140,21,6.363636363636363,6,9,1,15,2,1,0,0
jalfd,Tue May 25 14:07:06 +0000 2021,[],RT @McBrDev: This climate change stuff is going to transform Europe and Russia (which is a huge country) and I don’t think we’re ready for…,0,climate,139,25,5.346153846153846,4,4,2,11,7,4,0,2
TheGentYYC,Tue May 25 14:07:05 +0000 2021,"['CarbonTax', 'ClimateAction']",RT @TheGentYYC: @edwiebe @tomrand @macleans Trashing #CarbonTax without detailing a #ClimateAction plan in 2018 is either intellectual bank…,0,climate,140,18,7.368421052631579,7,1,1,13,3,1,0,0
escafint,Tue May 25 14:07:03 +0000 2021,[],"RT @EP_Environment: Starting soon

Follow live⤵️
https://t.co/XYyjxgulvA",0,climate,72,7,9.0,8,2,1,6,2,0,1,0
mstepczyk,Tue May 25 14:07:01 +0000 2021,[],"RT @jason_koebler: climate change is frying the sperm of various animals and probably humans also 

https://t.co/DalqPmBQ2I",0,climate,123,16,7.235294117647059,8,0,1,9,3,1,2,0
RICSWales,Tue May 25 14:07:01 +0000 2021,['OptimisedRetrofit'],RT @OptimisedR: We are looking for Welsh businesses and tradespeople to register their interest in #OptimisedRetrofit to join a growing num…,0,climate,140,21,6.363636363636363,3,2,1,9,5,0,0,2
ChorltonLabour,Tue May 25 14:07:01 +0000 2021,[],RT @hacking4chorltz: Good to be back chairing a 'live' meeting today.The @ManCityCouncil Communities and Equalities Scrutiny Committee look…,0,climate,140,18,7.368421052631579,6,5,1,12,2,2,1,0
shivamazamgarh,Tue May 25 14:07:00 +0000 2021,"['India', 'Paris_climate_goals']",RT @FonsStoelinga: #India has 16% of the World population. Still it is the only big country on track with the #Paris_climate_goals https://…,0,climate,140,22,6.086956521739131,11,3,1,12,2,1,2,1
GDRNorminton,Tue May 25 14:06:55 +0000 2021,[],"RT @bankonourfuture: UK has a dirty little secret 😲

Its finance sector is responsible for nearly 2 x the UK's annual carbon emissions

But…",0,climate,140,24,5.6,3,2,2,9,4,6,1,1
NYCDSA_Ecosoc,Tue May 25 14:06:55 +0000 2021,[],"RT @nycDSA: Another year without climate action in New York, another corporation laughing all the way to the bank.

Fill City Hall Park alo…",0,climate,140,24,5.6,4,7,1,16,1,0,0,0
slumberrrr,Tue May 25 14:06:55 +0000 2021,[],RT @zoenone0none: love this framing. love it. is it the fact that the cost of having and raising kids gets more unaffordable every year? na…,0,climate,140,25,5.384615384615385,5,0,1,9,6,1,1,2
mschleifer13,Tue May 25 14:06:53 +0000 2021,[],RT @robreiner: We are facing serious challenges. Climate change. Criminal Justice reform. Infrastructure. Immigration reform. But if we don…,0,climate,140,19,7.0,7,7,1,11,3,2,0,2
SpaceClown,Tue May 25 14:06:53 +0000 2021,[],"RT @PaulEDawson: It's horrific that more than 2.8 million people have died of Covid-19. In roughly the same period, more than three times a…",0,climate,140,24,5.6,7,2,1,7,4,4,1,1
earthFgardener,Tue May 25 14:06:51 +0000 2021,"['gardeners', 'climate', 'gardening', 'plastics', 'gardens', 'peatfree']","A must-read for all #gardeners in light of the beginning of the end for #climate-wrecking peat compost, not to mention #gardening-driven pollution from pesticides &amp; #plastics. Our natural world ain't here just to make #gardens pretty... #peatfree

https://t.co/5ixmouxH4j",0,climate,275,38,7.051282051282051,22,2,1,14,3,5,5,1
_DanWhyte,Tue May 25 14:06:50 +0000 2021,[],RT @iberthasewe: Community-based forest management has been promoted as an effective way to guarantee land rights for communities &amp; ensure…,0,climate,143,20,6.809523809523809,5,0,1,10,4,2,0,0
lacunalingua_3,Tue May 25 14:06:49 +0000 2021,[],"RT @nycDSA: Another year without climate action in New York, another corporation laughing all the way to the bank.

Fill City Hall Park alo…",0,climate,140,24,5.6,4,7,1,16,1,0,0,0
BryanLopez231,Tue May 25 14:06:47 +0000 2021,[],RT @EL_TheGOAT: The climate of these conversations are so drastically different depending on which gender wants the sex.....,0,climate,124,18,6.526315789473684,8,1,1,8,3,1,2,0
EDjath,Tue May 25 14:06:46 +0000 2021,"['DisposeWasteAndEarnCrypto', 'LATOKEN']","Today we know that climate is become one of the big issue in the world. especially about plastic pollution.
I know what I’m talking about because this is seen fluently in Africa where I live so came and change things.thanks to crypto currency
#DisposeWasteAndEarnCrypto  #LATOKEN",0,climate,279,45,6.065217391304348,5,4,3,11,11,2,5,5
carol_33410,Tue May 25 14:06:45 +0000 2021,[],RT @PimaDems: Our Climate Action Now event is coming up! Click for tickets: https://t.co/oEP7MPWnYw Our guest speaker is: Nobel researcher…,0,climate,139,20,6.619047619047619,10,7,1,13,4,0,1,2
RealmWanderer89,Tue May 25 14:06:45 +0000 2021,[],"RT @TheSWPrincess: A US President proactively preparing for hurricane season instead of blaming states after they're flooded.

This is what…",0,climate,140,20,6.666666666666667,4,3,3,8,5,1,2,1
doge4you,Tue May 25 14:06:44 +0000 2021,"['doge', 'musk']","&lt;DOGE Coin Price&gt;
DOGE/USDT(Binance): 0.34219
👉👉👉Check Price: https://t.co/af5ze6ZgCw👈👈👈
&lt;Headline News&gt;
New NASA Earth System Observatory Will Create a 3D, Holistic View of Earth – Help Address, Mitigate Climate Change - SciTechDaily
https://t.co/KmYMmVIPcj
#doge #musk https://t.co/Y2OHUWPJ3u",0,climate,306,35,8.5,34,18,2,33,0,4,1,0
greenfaithworld,Tue May 25 14:06:43 +0000 2021,[],"It is the first constitutional climate case in the Caribbean.

We support the people of Guyana and their right to a healthy and livable world. https://t.co/wmu3B5iE1w",0,climate,166,26,6.148148148148148,7,4,0,9,2,4,0,3
himtiazxo,Tue May 25 14:06:42 +0000 2021,[],"RT @UN_PGA: I was delighted to meet with H.E. AK Abdul Momen Minister of Foreign Affairs, Bangladesh.We discussed many issues including the…",0,climate,140,22,6.086956521739131,7,8,5,13,5,1,0,1
vanityunfair,Tue May 25 14:06:40 +0000 2021,[],"RT @cflav: Today’s paper has climate change all over A1, climate stories leading National, and not one but two climate stories leading Busi…",0,climate,140,23,5.833333333333333,4,3,2,13,5,1,1,0
NYCDSA_Ecosoc,Tue May 25 14:06:37 +0000 2021,[],"RT @mike4brooklyn: Thank you @fwaction for endorsing our campaign. 

Whether it's greenhouse gas emissions, dirty air, or black mold in NYC…",0,climate,140,21,6.363636363636363,7,2,2,13,3,1,0,3
SharynLeeMcG,Tue May 25 14:06:37 +0000 2021,"['TomParry', 'KurriKurri']","RT @simonahac: #TomParry, foundation chairman of AEMO, absolutely dumps on @AngusTaylorMP’s unnecessary gas power plant at #KurriKurri.

ha…",0,climate,140,18,7.368421052631579,8,0,2,15,2,1,1,0
kikiT1323,Tue May 25 14:06:36 +0000 2021,[],RT @biminibabes: Climate revolution @FollowWestwood https://t.co/RTxsocrVYk,0,climate,75,6,10.714285714285714,8,1,1,9,0,0,0,0
AcademiaKenya,Tue May 25 14:06:36 +0000 2021,"['agriculture', 'climatechange']",RT @MValMartin: JOB ALERT! Interested in conducting exciting research in #agriculture and #climatechange mitigation? Then check this 2-yr #…,0,climate,140,19,7.0,8,2,3,10,2,3,1,0
ManishBapnaWRI,Tue May 25 14:06:34 +0000 2021,[],"Healthy ecosystems are a lynchpin in the fight against climate change. If nature were protected and restored at scale, it could provide more than 1/3 the annual emissions reductions needed by 2030 to keep global warming below 2°C.

Read more from WRI: https://t.co/brDiVHg8Dt https://t.co/55c6Gc4RIv",1,climate,299,44,6.644444444444445,15,4,2,13,9,5,1,1
Nafulafeminist1,Tue May 25 14:06:34 +0000 2021,['BondConf'],#BondConf excellent discussion need for a paradigm shift frm international devt from charity to social justice to discuss reparation and political advocacy to change global economic leadership based on GDP to accountability to equitable sustainable climate justice indicators,0,climate,275,38,7.051282051282051,1,0,1,15,5,8,0,0
jesuslopezabog,Tue May 25 14:06:33 +0000 2021,"['AfricaDay', 'space']",RT @eumetsat: Happy #AfricaDay to our partners &amp; colleagues! Are you interested in African climate monitoring from #space? Join us on 7-8 J…,0,climate,144,23,6.0,9,5,2,13,0,4,0,3
dynastylampret,Tue May 25 14:06:32 +0000 2021,[],RT @algore: Today is the 15th anniversary of the release of An Inconvenient Truth. I’m inspired by those who've worked for decades to solve…,0,climate,140,24,5.6,4,4,1,9,6,1,1,2
pajarosdelmonte,Tue May 25 14:06:32 +0000 2021,[],"RT @manuelacasasoli: ""NASA will design a new set of Earth-focused missions to provide key information to guide efforts related to #ClimateC…",0,climate,140,21,6.363636363636363,5,0,2,9,4,3,0,0
morsecodecorner,Tue May 25 14:06:31 +0000 2021,[],RT @robreiner: We are facing serious challenges. Climate change. Criminal Justice reform. Infrastructure. Immigration reform. But if we don…,0,climate,140,19,7.0,7,7,1,11,3,2,0,2
hozeaman,Tue May 25 14:06:30 +0000 2021,['Mediterranean'],"RT @Oceana_Pilar: 📢CLIMATE CHANGE RELEVANT FACT 🌍🌊: A grey whale navigating in the #Mediterranean Sea‼️

""Listen to the lost whale"" by @Rem…",0,climate,140,22,6.086956521739131,8,6,6,15,1,2,0,0
LHGuin,Tue May 25 14:06:30 +0000 2021,[],"@thephoneguy79 @KenWebsterII Yeah probably,but give the current climate, I would like to see the different races.",0,climate,113,16,6.647058823529412,5,2,1,6,3,3,1,1
MaryJoBateman,Tue May 25 14:06:29 +0000 2021,['forest'],"RT @MikeHudema: China is building the world's first #forest city to tackle air pollution.1 million plants, 40,000 trees, thousands of jobs.…",0,climate,140,21,6.363636363636363,9,1,1,11,3,3,0,0
JaneHWBB,Tue May 25 14:06:29 +0000 2021,[],"RT @Minervasbard: We dealt w/ the constant threat of violence, w/ corrupt cops, compromised press (not the 1st time) out right lies from th…",0,climate,140,24,5.6,8,2,1,10,2,4,2,2
lazie_lacie,Tue May 25 14:06:28 +0000 2021,[],RT @McBrDev: This climate change stuff is going to transform Europe and Russia (which is a huge country) and I don’t think we’re ready for…,0,climate,139,25,5.346153846153846,4,4,2,11,7,4,0,2
TheTrashiesUK,Tue May 25 14:06:28 +0000 2021,[],"RT @Taj_Ali1: The rise in Islamophobic hate crime in the UK, as well as the growing threat of far-right terrorism, are the end result of a…",0,climate,139,26,5.148148148148148,6,3,2,13,2,1,2,0
FilisTheodora,Tue May 25 14:06:27 +0000 2021,[],Supreme Court Justice Amy Coney Barrett is being pressured to recuse herself from climate cases involving the oil industry because of her father's affiliation with the American Petroleum Institute.https://t.co/OB49TFk2cV,0,climate,220,29,7.333333333333333,7,8,0,16,5,0,0,2
scheerenberger,Tue May 25 14:06:27 +0000 2021,[],"RT @350: On World Environment Day, join us, @Pathway2Paris @UNEP for a special online concert all about how we can move forward to restore…",0,climate,139,24,5.56,6,5,2,9,4,1,2,2
CryptoCalf,Tue May 25 14:06:26 +0000 2021,[],@NicolasDorier @michael_saylor Coastal asia seems to have plenty of concern for climate change.,0,climate,95,13,6.785714285714286,4,1,0,9,2,0,1,0
ms_msmarshas,Tue May 25 14:06:25 +0000 2021,[],"RT @foe_us: NEW REPORT: The Arctic is warming 3x faster than the rest of the planet, increasing sea level rise &amp; threatening the 300 MILLIO…",0,climate,144,25,5.538461538461538,7,2,4,12,4,2,0,0
EricPUsher,Tue May 25 14:06:24 +0000 2021,['sustainablefinance'],"RT @UNEP_FI: Our Regional Roundtable for Asia Pacific on 1-3 June will see discussions on advancing #sustainablefinance in the region, phys…",0,climate,140,21,6.363636363636363,6,6,2,12,2,1,0,1
ClimateChange_i,Tue May 25 14:06:23 +0000 2021,[],Health Costs of Air Pollution and Climate Change Exceed $800 Billion https://t.co/EmsLv4Ek0G via @circleboom,0,climate,108,14,7.2,7,8,0,11,0,1,0,0
chriswhitebell,Tue May 25 14:06:23 +0000 2021,[],This is why we can't be myopic about direct-use emissions when it comes to climate. Policies need to start with upstream material use and ownership vs. regulating downstream activities and hoping the rest just sorts itself out. https://t.co/lQaBYGbIYn,0,climate,251,38,6.435897435897436,10,2,0,11,10,1,4,3
Java1948,Tue May 25 14:06:23 +0000 2021,[],RT @robreiner: We are facing serious challenges. Climate change. Criminal Justice reform. Infrastructure. Immigration reform. But if we don…,0,climate,140,19,7.0,7,7,1,11,3,2,0,2
